,data,text,stats,links,sentiment
73,https://twitter.com/anitasanturi/status/1557681244892286977#m,Tushikishe kamnyweso na ustaarabu jamani na tushinde mazuri na senator keg 🍻🍻🍻🍻🍻😜😜😜😜 #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 11, 2022 · 10:52 AM UTC","{'comments': 3, 'retweets': 3, 'quotes': 0, 'likes': 18}",Neutral
74,https://twitter.com/anitasanturi/status/1556899367725965313#m,#shikishaformnasenator #senatoryoucantrust #paidpartnershipwithEABL #AD #Drinkbetternotmore,"Aug 9, 2022 · 7:05 AM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 4}",Neutral
75,https://twitter.com/Shaniqwa_karis/status/1556664550895804419#m,#Senatorlager #AsenatoryoucanTrust #Shikishaformnasenator #IYKYK #PaidpartnershipwithIEBL,"Aug 8, 2022 · 3:32 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
76,https://twitter.com/Joekiusya/status/1555272214471213059#m,Oyaa Vipi Jeshi!!   UNAKISHIKISHA  FORM  NA SENATOR wapi? Cheki Ukiingia Ile base unaipenda Jishikie MUGS mbili za SENATOR utapewa ScratchCard yenye Ikona code utatuma Kwa 22110.  Not for sell to Under 18 years. #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 4, 2022 · 7:19 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
77,https://twitter.com/Joekiusya/status/1555269738883940352#m,Oyaa Vipi Jeshi!!   UNAKISHIKISHA  FORM  NA SENATOR wapi? Cheki Ukiingia Ile base unaipenda Jishikie MUGS mbili za SENATOR utapewa ScratchCard yenye Ikona code utatuma Kwa 22110.  Not for sell to Under 18 years. #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 4, 2022 · 7:09 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
78,https://twitter.com/JoeKiusya1/status/1555240452869296128#m,Oyaa Vipi Jeshi!!   UNAKISHIKISHA  FORM  NA SENATOR wapi? Cheki Ukiingia Ile base unaipenda Jishikie MUGS mbili za SENATOR utapewa ScratchCard yenye Ikona code utatuma Kwa 22110.  Not for sell to Under 18 years. #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 4, 2022 · 5:13 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
79,https://twitter.com/anitasanturi/status/1554549016435769345#m,"Usinywe mvinyo bure bure Tuuuuu jamani. Senator inakupatia nafasi ya kujishindia hela nyingi tuuuuuu,Home makeover, Shopping vouchers, Credit na mengi tuuu. 18yrs+ only #shikishaformnasenator #paidpartnershipwithEABL #DrinkBetterNotMore @anitasanturi","Aug 2, 2022 · 7:25 PM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 3}",Positive
80,https://twitter.com/hiranmugaisi/status/1554471908900540416#m,Sherehe bila Gharama  #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 2, 2022 · 2:19 PM UTC","{'comments': 1, 'retweets': 12, 'quotes': 0, 'likes': 13}",Neutral
81,https://twitter.com/hiranmugaisi/status/1554465589166592001#m,#shikishaformnasenator #shikishaformnasenator #shikishaformnasenator,"Aug 2, 2022 · 1:54 PM UTC","{'comments': 0, 'retweets': 6, 'quotes': 0, 'likes': 4}",Neutral
82,https://twitter.com/NShirandula/status/1432952140402675715#m,Kikombe man Vikombe 2 za senetor keg Zinaweza kuletea 2million #shikishaformnasenator #PaidPartnershipWithDiageo,"Sep 1, 2021 · 6:23 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}",Neutral
83,https://twitter.com/NShirandula/status/1432763853104951304#m,Keg na wa rembo  The only light !!! Kumbuka #shikishaformnasenator #paidpartnershipwithdiageo #Mbogiyakimomori #RT,"Aug 31, 2021 · 5:54 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
